matricula,nome,situacao,data_matricula,cidade,site,email,telefone,uf,junta_comercial,fonte
23/09/2024,Cristiano Da Rosa Schontag,regular,23/09/2024,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
30/09/2024,Jonas Gabriel Antunes Moreira,regular,30/09/2024,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
30/09/2024,Fernando Caetano Moreira Filho,regular,30/09/2024,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
30/09/2024,Luiz Barbosa De Lima Junior,regular,30/09/2024,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
11/10/2024,Claudio Trombetta,regular,11/10/2024,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
22/10/2024,Hélton José Oliveira Fernandes,cancelado,22/10/2024,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
23/10/2024,Sérgio Augusto Dos Santos,regular,23/10/2024,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
23/10/2024,Mirella Beatriz Scheidt,regular,23/10/2024,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
03/12/2024,Dora Plat,regular,03/12/2024,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
03/12/2024,Tatiana Sofka Antunes Ferreira,regular,03/12/2024,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
11/12/2024,Priscilla Lopes Ribeiro Ferreira,regular,11/12/2024,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
16/12/2024,Rodrigo Zago Szortyka,regular,16/12/2024,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
18/12/2024,Guilherme Felipe Kubin Sardá,regular,18/12/2024,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
11/02/2025,Maurício Gehm,regular,11/02/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
11/02/2025,Alexsandro Zatta,cancelado,11/02/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
25/02/2025,Andressa Rosa Obenaus,regular,25/02/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
25/02/2025,Juciane Hildebrando Dos Santos Pering,regular,25/02/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
25/02/2025,Guilherme Dantas De Aguiar Silva,regular,25/02/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
24/03/2025,Marcos Roberto Fracasso,regular,24/03/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
24/03/2025,Darlan Eduardo Moysés,regular,24/03/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
25/04/2025,Giovana Norma Bólico,regular,25/04/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
25/04/2025,Marinilce Viana Quadrado,regular,25/04/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
10/06/2025,Aline Maros,regular,10/06/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
18/06/2025,Conrado Augusto Carvalho De Magalhães,regular,18/06/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
22/07/2025,Emanuel Antonio Quaresma,regular,22/07/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
22/07/2025,Débora Regina Barz,regular,22/07/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
22/07/2025,Vivian Boldo Lopes Zibell,regular,22/07/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
22/07/2025,Fernando Miguel De Melo Mollmann,regular,22/07/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
05/08/2025,Rodrigo Gruber Bogo,regular,05/08/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
05/08/2025,Thais Silva Moreira De Sousa,regular,05/08/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
05/08/2025,Daniel Ribas Rosa Frahm,regular,05/08/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
19/08/2025,Euclides Maraschi Junior,regular,19/08/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
19/08/2025,Aurélia Maria Santos,regular,19/08/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
19/08/2025,Luciano De Bitencourt Goulart,regular,19/08/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
09/09/2025,Plinio Barroso De Castro Filho,regular,09/09/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
09/09/2025,Rodolfo Batista De Lima,regular,09/09/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
09/09/2025,Willian Cristi Levati De Aguiar,regular,09/09/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
16/09/2025,Regiane Soares Dos Santos Sabatini,regular,16/09/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
13/10/2025,Jaime Do Nascimento Maximiano Junior,regular,13/10/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
20/10/2025,Lígia Dias,regular,20/10/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
22/10/2025,Alex Sandro Vieira Felix,regular,22/10/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
22/10/2025,Juliana De Almeida Kurtz Schöntag,regular,22/10/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
28/10/2025,Odilson Fumagalli Avila,regular,28/10/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
28/10/2025,Elisa Brunken Da Silva,regular,28/10/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
08/12/2025,Amanda Priscila Pena Crepaldi,regular,08/12/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
08/12/2025,Alfeu Luiz  Brizolla,regular,08/12/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
09/12/2025,Emanuel Da Silva Gomes,regular,09/12/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
18/12/2025,Camila Padilha Presotto,regular,18/12/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
18/12/2025,Douglas Thainan Santin,regular,18/12/2025,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
03/02/2026,Glauber Roberto Schmit,regular,03/02/2026,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
03/02/2026,Tamara Kisner Roque,regular,03/02/2026,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
03/03/2026,Juliana Pereira,regular,03/03/2026,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
19/03/2026,Paulo Roberto Abujanra,regular,19/03/2026,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
08/04/2026,Marcelo Marinho De Camargo,regular,08/04/2026,,,,,SC,JUCESC,https://leiloeiros.jucesc.sc.gov.br/site/index.php
